0	1
joy	Winning Queensland Chess Championship.
sadness	"I was terribly upset when my kitten got hit by a car. He didn't  
die, but for several weeks we thought he might have to be put  
down."
anger	"At a restaurant I observed how the gypsies tried to get money by  
cheating the foreigners i.e non Swedish speaking.  My anger had  
nothing to do with hatred against foreigners, but it was an  
expression of the anger I feel when I see people being used ."
sadness	I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness
anger	"When they denied a job to a person that I propsed giving political  
reasons that has nothing to do directly with the professional  
level."
anger	"My boyfriend breaking up with me about 7 months after I had an  
abortion. Just the fact that he was ignoring me and continued to  
do so."
anger	"When I heard that I was not to be provided with another pair of  
medical uniform."
sadness	Disappointed by a friend.
joy	"When I was informed that a short story I had written had been  
accepted for publication."
sadness	"The thought that I'll never sit at the school desk again, caused  
a deep grief at the end of my eleventh form."
joy	"I am a school teacher. At a teacher-parent meeting I received a  
good deal of positive feed-back on my work both from the parents  
and through them from the pupils."
sadness	When my girlfriend decided to finish our relation.
fear	"Car accident nearly occurred between us and drunk driver coming  
in opposite direction it missed us by approx 1 m and collided  
(after rolling twice midair) into nearby scrub."
joy	"When I read the newspaper that morning I found my candidature  
number on the admission list of the Chinese university.  I was  
satisfied and happy and the cumulative anxiety disappeared.  I  
only wanted to cry out that I had succeeded."
fear	Well the new AA advert is absolutely terrifying 😭 #creepy #possessed #horrifying
joy	And thus begins my 2 week holiday! 😏😏\n#holiday #cheering #ghastinoir #rest
anger	"I wrote an assignment and was given less marks than a friend with  
whom I had previously discussed the assignment."
joy	Watching the Asian Olympic game (China winning).
fear	Telling my parents that I did not well in an examn.
anger	"When an English teacher unfairly made me repeat a semester which  
I thought I had passed.  I had to ask my parents for some more  
money to carry on studying."
anger	"One day, I discussed a very important question with A.  A  
suddenly declared that he would not accept my position and  
thought that he himself was right.  Moreover, he attacked   
strongly, not my opinion but me personally."
anger	I reachad home to find that my baby had not been bathed and fed.
anger	"A classmate told me I must have bribed the class leader to let me  
go to your English lecture."
joy	American Schools are lively
sadness	"Leaving home to move closer to University. As an oldest child,  
this experience was traumatic for both my parents and myself."
fear	"When I was reprimanded by the manager of the hotel where I  
worked during Autumn 1984."
fear	"When I saw Russian roulette on TV. (obviously the movie ""Deer  
hunter"")"
anger	Being rude to someone I do not like.
sadness	"My brother came to tell me about some problems we had in the   
family.  I felt sad because I thought that if my mother had not  
gone away when this brother was younger, things would have been  
different."
fear	@XDeviantOnex We took a trip to Ireland right before we bought our home.  No way I could do it now.  I dread taking 2 days off of work.
fear	"I was visiting my parents in law when the house was invaded by  
three strange men, and they committed an armed assault."
fear	#Saudi: #Qatar #US pact to end #terror funding won't end crisis &amp; #TrumpJr's #Russia meeting creates legal jeopardy - news @BloombergRadio
anger	"I felt angry when I failed in an exam about which I knew quite a  
few things and I did not deserve to be plucked."
anger	"I am a teacher in arts and crafts (boys from 15-16 years). for  
them it is obligatory and they dislike it. They tease me. When one of  
them cut up some material I flared up."
joy	When, after a long time, I saw a girl with whom I was in love.
anger	"Getting a terrible exam mark, which I couldn't understand the  
reason for, and trying to see a lecturer or tutor, but being  
given the runaround."
anger	A friend started to shout at me. He called me an old frump.
anger	When my partner was attacked and lost three teeth.
sadness	"[ When someone tells me something that hurts me, I feel bad about  
it and also feel sad.]"
anger	I swear if @devincameron23 blocks me I'm going to hit her back 
